Frequency,Uncertainty,A,Intensity,Molecule,Isotopologue,Dataset,"E""",g',"g""",J',"J""",QN',"QN"""
  328.167584,    0.000000,8.9901E+00,9.7959E-20,H2O,1H2-16O,POKAZATEL,  927.743868,    17,    15,      8,      7,  5  3  0  0  0  A2                               ,  4  4  0  0  0  A1                               
  328.352007,    0.000004,1.2198E+01,2.2785E-25,H2O,1H2-16O,POKAZATEL, 3868.986677,    39,    33,      6,      5,  5  2  0  2  0  B2                               ,  4  1  0  2  0  B1                               
  328.488035,    0.000004,1.2196E+01,7.5929E-26,H2O,1H2-16O,POKAZATEL, 3868.872873,    13,    11,      6,      5,  5  1  0  2  0  A2                               ,  4  2  0  2  0  A1                               
  328.608901,    0.000030,1.9898E-03,1.2126E-29,H2O,1H2-16O,POKAZATEL, 3796.539810,     9,     7,      4,      3,  3  2  0  0  1  A1                               ,  1  3  1  0  0  A2                               
  328.658263,    0.000047,2.5897E-04,1.0255E-26,H2O,1H2-16O,POKAZATEL, 2142.596649,    21,    23,     10,     11,  9  1  0  0  0  A2                               ,  6  6  0  0  0  A1                               
  328.803728,    0.000156,1.0633E+01,1.5950E-29,H2O,1H2-16O,POKAZATEL, 5786.851093,    31,    29,     15,     14,  3 13  0  2  0  A2                               ,  2 12  0  2  0  A1                               
  328.866193,    0.000004,1.0490E-02,6.2363E-25,H2O,1H2-16O,POKAZATEL, 1922.829000,    11,    11,      5,      5,  4  2  0  1  0  A1                               ,  1  5  0  1  0  A2                               
  328.898624,    0.000006,6.8876E+00,6.9479E-26,H2O,1H2-16O,POKAZATEL, 4052.836634,    51,    45,      8,      7,  4  5  0  2  0  B1                               ,  3  4  0  2  0  B2                               
  329.002343,    0.000004,3.5509E-01,1.7371E-25,H2O,1H2-16O,POKAZATEL, 3058.397514,    21,    21,     10,     10,  5  5  0  1  0  A2                               ,  2  8  0  1  0  A1                               
  329.126865,    0.000060,9.2576E-01,3.6750E-29,H2O,1H2-16O,POKAZATEL, 5022.280758,    21,    19,     10,      9,  5  5  1  0  0  A2                               ,  3  6  0  0  1  A1                               
  329.262911,    0.000009,8.1633E-03,9.2514E-29,H2O,1H2-16O,POKAZATEL, 3895.588138,    27,    21,      4,      3,  4  0  0  0  1  B2                               ,  1  3  0  0  1  B1                               
  329.839317,    0.000004,6.7761E+00,1.8818E-24,H2O,1H2-16O,POKAZATEL, 3441.038730,    75,    69,     12,     11,  4  9  0  1  0  B1                               ,  3  8  0  1  0  B2                               
  329.983938,    0.000007,4.0512E-02,1.5971E-28,H2O,1H2-16O,POKAZATEL, 3927.802715,    11,     9,      5,      4,  4  2  1  0  0  A1                               ,  1  3  1  0  0  A2                               
  330.262577,    0.000015,4.7171E-01,3.3943E-27,H2O,1H2-16O,POKAZATEL, 4095.803162,    45,    39,      7,      6,  2  5  1  0  0  B1                               ,  1  6  1  0  0  B2                               
  330.309578,    0.000032,2.5442E-02,3.3105E-29,H2O,1H2-16O,POKAZATEL, 4452.352537,    45,    45,      7,      7,  5  3  0  0  1  B1                               ,  2  6  0  0  1  B2                               
  330.823086,    0.000002,2.5920E-01,1.6197E-22,H2O,1H2-16O,POKAZATEL, 1813.222656,    69,    69,     11,     11,  6  5  0  0  0  B1                               ,  3  8  0  0  0  B2                               
  330.969550,    0.000166,2.8090E+00,2.3898E-29,H2O,1H2-16O,POKAZATEL, 5481.100108,    41,    39,     20,     19,  7 13  0  0  0  A2                               ,  8 12  0  0  0  A1                               
  331.300459,    0.000016,9.2715E+00,4.0719E-22,H2O,1H2-16O,POKAZATEL, 2414.721994,    87,    81,     14,     13,  4 11  0  0  0  B1                               ,  3 10  0  0  0  B2                               
  331.574580,    0.000002,6.0367E-02,1.5229E-24,H2O,1H2-16O,POKAZATEL, 2392.592220,    45,    45,      7,      7,  5  2  0  1  0  B2                               ,  2  5  0  1  0  B1                               
  331.605146,    0.000023,1.7213E-02,2.1307E-29,H2O,1H2-16O,POKAZATEL, 4232.384139,    15,    15,      7,      7,  4  4  1  0  0  A1                               ,  1  7  1  0  0  A2                               
  331.634466,    0.000015,3.8532E-01,2.1354E-23,H2O,1H2-16O,POKAZATEL, 2105.866575,    25,    25,     12,     12,  6  6  0  0  0  A1                               ,  3  9  0  0  0  A2                               
  331.654082,    0.000033,8.1332E+00,1.8691E-27,H2O,1H2-16O,POKAZATEL, 4861.803024,    57,    51,      9,      8,  5  5  0  0  1  B1                               ,  4  4  0  0  1  B2                               
  331.735621,    0.000002,5.9758E+00,4.5343E-23,H2O,1H2-16O,POKAZATEL, 2439.954332,    17,    15,      8,      7,  4  4  0  1  0  A1                               ,  3  5  0  1  0  A2                               
  332.131033,    0.000030,4.6069E-01,6.7788E-28,H2O,1H2-16O,POKAZATEL, 4195.818039,    15,    13,      7,      6,  2  5  0  0  1  A2                               ,  1  6  0  0  1  A1                               
  332.169584,    0.000011,9.0037E+00,3.1436E-26,H2O,1H2-16O,POKAZATEL, 4396.050154,    93,    87,     15,     14,  3 12  0  1  0  B2                               ,  4 11  0  1  0  B1                               
  332.317024,    0.000036,3.5895E-02,2.2302E-29,H2O,1H2-16O,POKAZATEL, 4345.559055,    13,    11,      6,      5,  6  0  1  0  0  A1                               ,  4  1  0  0  1  A2                               
  332.440271,    0.000196,1.6844E+01,2.0133E-29,H2O,1H2-16O,POKAZATEL, 6096.519738,   111,   105,     18,     17,  1 18  0  2  0  B2                               ,  0 17  0  2  0  B1                               
  332.532039,    0.000005,1.9365E-04,2.9997E-24,H2O,1H2-16O,POKAZATEL, 1079.079254,    51,    57,      8,      9,  6  3  0  0  0  B1                               ,  1  8  0  0  0  B2                               
  332.604247,    0.000037,3.4581E-02,6.4458E-29,H2O,1H2-16O,POKAZATEL, 4345.271862,    39,    33,      6,      5,  6  1  1  0  0  B1                               ,  4  2  0  0  1  B2                               
  332.899728,    0.000028,7.3752E-03,7.7016E-29,H2O,1H2-16O,POKAZATEL, 4015.514783,    45,    39,      7,      6,  1  6  1  0  0  B2                               ,  4  3  0  2  0  B1                               
  332.952451,    0.000046,1.3682E-01,2.3820E-29,H2O,1H2-16O,POKAZATEL, 4689.328307,    19,    17,      9,      8,  3  6  0  0  1  A1                               ,  3  5  1  0  0  A2                               
  333.260563,    0.000048,3.3650E-01,3.8771E-29,H2O,1H2-16O,POKAZATEL, 4775.088095,    19,    17,      9,      8,  5  5  1  0  0  A2                               ,  6  2  0  2  0  A1                               
  333.299354,    0.000006,8.1671E-05,9.4992E-25,H2O,1H2-16O,POKAZATEL,  882.890327,    15,    17,      7,      8,  6  2  0  0  0  A1                               ,  1  7  0  0  0  A2                               
  333.326463,    0.000005,6.1709E-02,7.5966E-25,H2O,1H2-16O,POKAZATEL, 2337.463063,    17,    17,      8,      8,  3  5  0  1  0  A2                               ,  0  8  0  1  0  A1                               
  333.466732,    0.000052,9.9054E-01,4.9186E-29,H2O,1H2-16O,POKAZATEL, 4971.260148,    21,    19,     10,      9,  4  7  0  0  1  A2                               ,  4  6  1  0  0  A1                               
  334.155203,    0.000036,1.0215E+01,9.6574E-23,H2O,1H2-16O,POKAZATEL, 2746.022453,    93,    87,     15,     14,  3 12  0  0  0  B2                               ,  4 11  0  0  0  B1                               
  334.231166,    0.000031,5.0060E-03,1.1361E-29,H2O,1H2-16O,POKAZATEL, 4381.735258,    57,    51,      9,      8,  1  8  1  0  0  B2                               ,  4  5  0  2  0  B1                               
  334.425000,    0.000007,8.9469E-04,1.6548E-29,H2O,1H2-16O,POKAZATEL, 3864.965828,    39,    39,      6,      6,  2  5  1  0  0  B1                               ,  3  4  0  2  0  B2                               
  334.617351,    0.000004,8.5125E-02,1.3285E-20,H2O,1H2-16O,POKAZATEL,  275.497057,    11,     9,      5,      4,  4  2  0  0  0  A1                               ,  1  3  0  0  0  A2                               
  334.835536,    0.000065,1.7983E+01,1.1527E-26,H2O,1H2-16O,POKAZATEL, 4554.650961,    37,    35,     18,     17,  0 18  0  1  0  A1                               ,  1 17  0  1  0  A2                               
  334.998491,    0.000071,1.5870E-04,5.2060E-24,H2O,1H2-16O,POKAZATEL,  920.168025,    51,    57,      8,      9,  5  4  0  0  0  B2                               ,  0  9  0  0  0  B1                               
  335.157474,    0.000000,5.0883E-01,1.4218E-19,H2O,1H2-16O,POKAZATEL,  447.252347,    45,    39,      7,      6,  2  5  0  0  0  B1                               ,  1  6  0  0  0  B2                               
  335.495042,    0.000009,7.8412E+00,1.8317E-25,H2O,1H2-16O,POKAZATEL, 3738.542055,    27,    25,     13,     12,  4 10  0  1  0  A1                               ,  3  9  0  1  0  A2                               
  335.687175,    0.000019,1.2974E-02,1.8880E-21,H2O,1H2-16O,POKAZATEL,  552.911386,    39,    39,      6,      6,  5  2  0  0  0  B2                               ,  2  5  0  0  0  B1                               
  335.839282,    0.000040,1.0283E-02,1.0375E-29,H2O,1H2-16O,POKAZATEL, 4525.963742,    51,    51,      8,      8,  4  4  0  0  1  B2                               ,  2  7  1  0  0  B1                               
  336.097096,    0.000055,1.6268E+00,1.2512E-27,H2O,1H2-16O,POKAZATEL, 4353.231211,    17,    15,      8,      7,  3  5  1  0  0  A2                               ,  2  6  1  0  0  A1                               
  336.183558,    0.000035,1.2918E-01,1.1415E-28,H2O,1H2-16O,POKAZATEL, 4553.273272,    51,    45,      8,      7,  5  4  1  0  0  B2                               ,  3  5  0  0  1  B1                               
  336.392093,    0.000081,1.8472E+01,5.3425E-27,H2O,1H2-16O,POKAZATEL, 4759.853348,    45,    39,      7,      6,  7  1  0  0  1  B1                               ,  6  0  0  0  1  B2                               
  336.393587,    0.000081,1.8472E+01,1.7808E-27,H2O,1H2-16O,POKAZATEL, 4759.851622,    15,    13,      7,      6,  7  0  0  0  1  A1                               ,  6  1  0  0  1  A2                               
  336.532982,    0.000086,1.5367E+01,6.6494E-29,H2O,1H2-16O,POKAZATEL, 5342.195167,    11,     9,      5,      4,  5  1  0  3  0  A2                               ,  4  0  0  3  0  A1                               
  336.541471,    0.000075,1.5368E+01,1.9949E-28,H2O,1H2-16O,POKAZATEL, 5342.187917,    33,    27,      5,      4,  5  0  0  3  0  B2                               ,  4  1  0  3  0  B1                               
  336.905166,    0.000054,4.3882E+00,1.0628E-28,H2O,1H2-16O,POKAZATEL, 5276.464440,    45,    39,      7,      6,  3  4  0  3  0  B2                               ,  2  5  0  3  0  B1                               
  337.312532,    0.000002,1.5238E-01,1.0509E-22,H2O,1H2-16O,POKAZATEL, 1538.148739,    21,    21,     10,     10,  6  4  0  0  0  A1                               ,  3  7  0  0  0  A2                               
  337.604806,    0.000009,1.0622E-03,8.3577E-29,H2O,1H2-16O,POKAZATEL, 3659.903253,    63,    69,     10,     11,  8  3  0  1  0  B1                               ,  5  6  0  1  0  B2                               
  337.843949,    0.000006,1.0662E-03,9.9029E-28,H2O,1H2-16O,POKAZATEL, 2915.893164,    21,    23,     10,     11,  4  6  0  1  0  A1                               ,  1 11  0  1  0  A2                               
  338.088093,    0.000101,1.9210E+01,6.8818E-23,H2O,1H2-16O,POKAZATEL, 2981.357457,   111,   105,     18,     17,  1 18  0  0  0  B2                               ,  0 17  0  0  0  B1                               
  338.088730,    0.000101,1.9210E+01,2.2939E-23,H2O,1H2-16O,POKAZATEL, 2981.358283,    37,    35,     18,     17,  0 18  0  0  0  A1                               ,  1 17  0  0  0  A2                               
  338.213985,    0.000047,7.4710E-02,1.2695E-29,H2O,1H2-16O,POKAZATEL, 4918.234244,    57,    57,      9,      9,  6  3  1  0  0  B1                               ,  3  6  1  0  0  B2                               
  338.221323,    0.000003,1.6250E-04,2.1489E-28,H2O,1H2-16O,POKAZATEL, 2771.689953,    15,    17,      7,      8,  7  1  0  1  0  A2                               ,  4  4  0  1  0  A1                               
  338.228041,    0.000050,3.3354E-04,6.7145E-25,H2O,1H2-16O,POKAZATEL, 1293.017188,    19,    21,      9,     10,  6  4  0  0  0  A1                               ,  1  9  0  0  0  A2                               
  338.258470,    0.000009,6.1361E-03,3.5706E-29,H2O,1H2-16O,POKAZATEL, 3796.539810,     9,     7,      4,      3,  4  0  1  0  0  A1                               ,  1  3  1  0  0  A2                               
  338.476061,    0.000228,1.4141E+01,2.5329E-23,H2O,1H2-16O,POKAZATEL, 2872.578723,    33,    31,     16,     15,  2 14  0  0  0  A1                               ,  3 13  0  0  0  A2                               
  338.503941,    0.000017,1.6128E+01,2.7552E-26,H2O,1H2-16O,POKAZATEL, 4564.107541,   105,    99,     17,     16,  1 16  0  1  0  B2                               ,  2 15  0  1  0  B1                               
  338.656645,    0.000035,1.5878E+00,2.0462E-28,H2O,1H2-16O,POKAZATEL, 4996.331039,    63,    57,     10,      9,  5  6  1  0  0  B2                               ,  6  3  0  2  0  B1                               
  338.754994,    0.000471,1.6939E+01,6.5749E-23,H2O,1H2-16O,POKAZATEL, 2952.391929,   105,    99,     17,     16,  1 16  0  0  0  B2                               ,  2 15  0  0  0  B1                               
  338.762491,    0.000471,1.6941E+01,2.1919E-23,H2O,1H2-16O,POKAZATEL, 2952.386242,    35,    33,     17,     16,  2 16  0  0  0  A1                               ,  1 15  0  0  0  A2                               
  338.823041,    0.000322,4.6613E-04,1.4527E-27,H2O,1H2-16O,POKAZATEL, 2927.939913,    75,    81,     12,     13, 10  3  0  0  0  B1                               ,  7  6  0  0  0  B2                               
  338.887098,    0.000070,3.9346E+00,4.4601E-29,H2O,1H2-16O,POKAZATEL, 5632.038413,   117,   117,     19,     19,  2 17  0  1  0  B1                               ,  1 18  0  1  0  B2                               
  338.938190,    0.000039,1.4203E+01,7.6265E-23,H2O,1H2-16O,POKAZATEL, 2872.273105,    99,    93,     16,     15,  3 14  0  0  0  B2                               ,  2 13  0  0  0  B1                               
  338.956283,    0.000546,3.9370E+00,1.4871E-29,H2O,1H2-16O,POKAZATEL, 5632.045188,    39,    39,     19,     19,  3 17  0  1  0  A2                               ,  2 18  0  1  0  A1                               
  339.310479,    0.000053,6.7899E+00,7.8253E-28,H2O,1H2-16O,POKAZATEL, 4769.038179,    19,    17,      9,      8,  5  5  1  0  0  A2                               ,  4  4  1  0  0  A1                               
  339.427700,    0.000042,1.3224E+01,1.2751E-27,H2O,1H2-16O,POKAZATEL, 4782.919729,    17,    15,      8,      7,  6  3  0  0  1  A2                               ,  5  2  0  0  1  A1                               
  339.554798,    0.000068,1.5383E+01,1.3042E-29,H2O,1H2-16O,POKAZATEL, 6149.491551,   105,    99,     17,     16,  1 16  0  2  0  B2                               ,  2 15  0  2  0  B1                               
  339.665588,    0.000103,1.3434E+01,9.4096E-27,H2O,1H2-16O,POKAZATEL, 4507.521408,    33,    31,     16,     15,  2 14  0  1  0  A1                               ,  3 13  0  1  0  A2                               
  339.689672,    0.000325,4.6781E-04,4.8600E-28,H2O,1H2-16O,POKAZATEL, 2927.074074,    25,    27,     12,     13, 10  2  0  0  0  A1                               ,  7  7  0  0  0  A2                               
  339.730615,    0.000037,1.3252E+01,3.8326E-27,H2O,1H2-16O,POKAZATEL, 4782.662115,    51,    45,      8,      7,  6  2  0  0  1  B2                               ,  5  3  0  0  1  B1                               
  339.987268,    0.000037,1.3968E+00,1.9670E-27,H2O,1H2-16O,POKAZATEL, 4452.352537,    51,    45,      8,      7,  3  5  0  0  1  B1                               ,  2  6  0  0  1  B2                               
  340.164731,    0.000030,2.7633E-01,4.2274E-28,H2O,1H2-16O,POKAZATEL, 4149.899082,    13,    11,      6,      5,  4  3  0  0  1  A2                               ,  1  4  0  0  1  A1                               
  340.477952,    0.000024,3.1782E-01,3.3960E-23,H2O,1H2-16O,POKAZATEL, 1960.206081,    25,    25,     12,     12,  5  7  0  0  0  A2                               ,  2 10  0  0  0  A1                               
  340.549360,    0.000002,1.7912E+00,5.2371E-20,H2O,1H2-16O,POKAZATEL,  709.608185,    17,    15,      8,      7,  3  5  0  0  0  A2                               ,  2  6  0  0  0  A1                               
  340.620703,    0.000009,6.9234E+00,9.1154E-27,H2O,1H2-16O,POKAZATEL, 4259.876348,    19,    17,      9,      8,  4  6  0  2  0  A1                               ,  3  5  0  2  0  A2                               
  340.843764,    0.000004,1.8373E-05,1.2629E-24,H2O,1H2-16O,POKAZATEL,  704.214032,    39,    45,      6,      7,  6  1  0  0  0  B1                               ,  1  6  0  0  0  B2                               
  340.887975,    0.000034,1.3588E+01,2.8496E-26,H2O,1H2-16O,POKAZATEL, 4506.732283,    99,    93,     16,     15,  3 14  0  1  0  B2                               ,  2 13  0  1  0  B1                               
  341.160349,    0.000321,3.2366E-04,6.5530E-25,H2O,1H2-16O,POKAZATEL, 1557.847140,    69,    75,     11,     12,  4  7  0  0  0  B1                               ,  1 12  0  0  0  B2                               
  341.264683,    0.000005,1.9048E-02,8.8397E-22,H2O,1H2-16O,POKAZATEL,  586.479185,    15,    15,      7,      7,  4  4  0  0  0  A1                               ,  1  7  0  0  0  A2                               
  341.689152,    0.000002,2.2166E-02,3.6749E-25,H2O,1H2-16O,POKAZATEL, 2211.190508,    13,    13,      6,      6,  5  1  0  1  0  A2                               ,  2  4  0  1  0  A1                               
  341.692219,    0.000033,4.9525E-01,1.9275E-23,H2O,1H2-16O,POKAZATEL, 2414.721994,    81,    81,     13,     13,  6  7  0  0  0  B1                               ,  3 10  0  0  0  B2                               
  341.841955,    0.000092,6.8333E+00,6.0035E-28,H2O,1H2-16O,POKAZATEL, 4938.251984,    33,    31,     16,     15,  4 12  0  1  0  A1                               ,  5 11  0  1  0  A2                               
  342.149269,    0.000056,1.9044E+01,2.6473E-27,H2O,1H2-16O,POKAZATEL, 4677.876079,    15,    13,      7,      6,  7  1  1  0  0  A2                               ,  6  0  1  0  0  A1                               
  342.150089,    0.000056,1.9044E+01,7.9419E-27,H2O,1H2-16O,POKAZATEL, 4677.876109,    45,    39,      7,      6,  7  0  1  0  0  B2                               ,  6  1  1  0  0  B1                               
  342.437838,    0.000062,3.5842E+00,2.1577E-27,H2O,1H2-16O,POKAZATEL, 4820.637773,   129,   129,     21,     21,  2 19  0  0  0  B1                               ,  1 20  0  0  0  B2                               
  342.444847,    0.000148,3.5844E+00,7.1925E-28,H2O,1H2-16O,POKAZATEL, 4820.640347,    43,    43,     21,     21,  3 19  0  0  0  A2                               ,  2 20  0  0  0  A1                               
  342.604970,    0.000041,2.2404E-02,1.4744E-29,H2O,1H2-16O,POKAZATEL, 4353.231211,    15,    15,      7,      7,  5  3  1  0  0  A2                               ,  2  6  1  0  0  A1                               
  342.866711,    0.000035,2.6840E+00,3.4601E-28,H2O,1H2-16O,POKAZATEL, 4992.120973,    63,    57,     10,      9,  5  6  1  0  0  B2                               ,  4  5  1  0  0  B1                               
  343.204762,    0.000004,8.9856E+00,3.8289E-20,H2O,1H2-16O,POKAZATEL, 1131.775436,    19,    17,      9,      8,  5  5  0  0  0  A2                               ,  4  4  0  0  0  A1                               
  343.226491,    0.000033,2.6595E+00,6.5694E-29,H2O,1H2-16O,POKAZATEL, 5355.262214,    69,    63,     11,     10,  5  7  0  0  1  B1                               ,  4  6  0  0  1  B2                               
  343.240468,    0.000008,9.2713E+00,1.4904E-25,H2O,1H2-16O,POKAZATEL, 4052.809686,    87,    81,     14,     13,  4 11  0  1  0  B1                               ,  3 10  0  1  0  B2                               
  343.342533,    0.000109,2.8177E+00,5.0569E-29,H2O,1H2-16O,POKAZATEL, 5483.993593,    93,    93,     15,     15,  1 14  0  2  0  B2                               ,  0 15  0  2  0  B1                               
  343.486602,    0.000207,2.8211E+00,1.6865E-29,H2O,1H2-16O,POKAZATEL, 5483.998096,    31,    31,     15,     15,  2 14  0  2  0  A1                               ,  1 15  0  2  0  A2                               
  343.790828,    0.000037,1.3262E+01,5.7067E-27,H2O,1H2-16O,POKAZATEL, 4695.836179,    51,    45,      8,      7,  6  3  1  0  0  B1                               ,  5  2  1  0  0  B2                               
  343.805617,    0.000059,1.3194E+01,1.8924E-27,H2O,1H2-16O,POKAZATEL, 4695.836181,    17,    15,      8,      7,  6  2  1  0  0  A1                               ,  5  3  1  0  0  A2                               
  343.952095,    0.000006,1.5107E-02,1.0971E-28,H2O,1H2-16O,POKAZATEL, 4050.512242,    39,    33,      6,      5,  4  3  1  0  0  B1                               ,  5  0  0  2  0  B2                               
  344.195062,    0.000006,2.7408E-01,1.4293E-26,H2O,1H2-16O,POKAZATEL, 3375.297754,    11,     9,      5,      4,  3  3  0  2  0  A2                               ,  0  4  0  2  0  A1                               
  344.436694,    0.000208,1.1290E+01,3.4982E-23,H2O,1H2-16O,POKAZATEL, 2739.427591,    31,    29,     15,     14,  4 12  0  0  0  A1                               ,  3 11  0  0  0  A2                               
  344.500704,    0.000075,1.3008E+01,1.2073E-29,H2O,1H2-16O,POKAZATEL, 6113.508151,    99,    93,     16,     15,  3 14  0  2  0  B2                               ,  2 13  0  2  0  B1                               
  344.928379,    0.000030,2.2304E-01,1.6199E-27,H2O,1H2-16O,POKAZATEL, 4049.535958,    39,    33,      6,      5,  4  3  1  0  0  B1                               ,  1  4  1  0  0  B2                               
  344.962383,    0.000040,8.7994E+00,6.6487E-28,H2O,1H2-16O,POKAZATEL, 4851.537782,    19,    17,      9,      8,  5  4  0  0  1  A1                               ,  4  5  0  0  1  A2                               
  345.214190,    0.000002,1.6711E-04,6.6343E-28,H2O,1H2-16O,POKAZATEL, 2764.697125,    45,    51,      7,      8,  7  0  0  1  0  B2                               ,  4  5  0  1  0  B1                               
  345.302637,    0.000099,9.0818E+00,3.2748E-29,H2O,1H2-16O,POKAZATEL, 5436.277739,    15,    13,      7,      6,  4  4  0  3  0  A1                               ,  3  3  0  3  0  A2                               
  345.328271,    0.000003,3.7912E-04,2.2500E-29,H2O,1H2-16O,POKAZATEL, 3482.064329,    21,    27,      3,      4,  1  2  1  0  0  B2                               ,  2  3  0  2  0  B1                               
  345.815692,    0.000009,3.1564E-03,8.0246E-29,H2O,1H2-16O,POKAZATEL, 3939.830775,    81,    87,     13,     14,  5  8  0  1  0  B2                               ,  2 13  0  1  0  B1                               
  345.855678,    0.000003,8.2871E-03,1.9011E-21,H2O,1H2-16O,POKAZATEL,  142.278494,     9,     7,      4,      3,  4  0  0  0  0  A1                               ,  1  3  0  0  0  A2                               
  345.949847,    0.000036,4.1803E+00,5.3406E-28,H2O,1H2-16O,POKAZATEL, 4741.066976,    19,    17,      9,      8,  4  5  0  0  1  A2                               ,  3  6  0  0  1  A1                               
  346.104539,    0.000057,2.1179E+00,2.7646E-25,H2O,1H2-16O,POKAZATEL, 3675.109878,   117,   117,     19,     19,  1 18  0  0  0  B2                               ,  0 19  0  0  0  B1                               
  346.104783,    0.000164,2.1179E+00,9.2151E-26,H2O,1H2-16O,POKAZATEL, 3675.111533,    39,    39,     19,     19,  2 18  0  0  0  A1                               ,  1 19  0  0  0  A2                               
  346.999691,    0.000009,1.1051E-03,2.9013E-29,H2O,1H2-16O,POKAZATEL, 3650.508193,    21,    23,     10,     11,  8  2  0  1  0  A1                               ,  5  7  0  1  0  A2                               
  347.153932,    0.000182,6.6723E-04,3.1407E-29,H2O,1H2-16O,POKAZATEL, 3824.996325,    87,    93,     14,     15, 11  4  0  0  0  B2                               ,  8  7  0  0  0  B1                               
  347.466487,    0.000047,7.6674E+00,2.0458E-28,H2O,1H2-16O,POKAZATEL, 5087.016823,    21,    19,     10,      9,  5  6  0  0  1  A1                               ,  4  5  0  0  1  A2                               
  347.493629,    0.000001,1.0797E+01,1.2104E-22,H2O,1H2-16O,POKAZATEL, 2572.138963,    51,    45,      8,      7,  5  4  0  1  0  B2                               ,  4  3  0  1  0  B1                               
  347.653973,    0.000198,6.6839E-04,1.0488E-29,H2O,1H2-16O,POKAZATEL, 3824.496859,    29,    31,     14,     15, 11  3  0  0  0  A2                               ,  8  8  0  0  0  A1                               
  347.701233,    0.000060,6.9813E-01,2.4982E-29,H2O,1H2-16O,POKAZATEL, 5273.632081,    69,    63,     11,     10,  5  6  1  0  0  B2                               ,  3  7  0  0  1  B1                               
  347.961929,    0.000064,2.4930E+00,4.2634E-27,H2O,1H2-16O,POKAZATEL, 4554.649553,   105,   105,     17,     17,  1 16  0  1  0  B2                               ,  0 17  0  1  0  B1                               
  348.122374,    0.000038,2.2496E+00,1.3596E-27,H2O,1H2-16O,POKAZATEL, 4643.998599,    57,    51,      9,      8,  4  5  1  0  0  B1                               ,  3  6  1  0  0  B2                               
  348.326628,    0.000029,7.0049E+00,9.6070E-27,H2O,1H2-16O,POKAZATEL, 4493.803908,    63,    57,     10,      9,  4  7  0  2  0  B1                               ,  3  6  0  2  0  B2                               
  348.464200,    0.000002,7.9785E-02,4.8209E-22,H2O,1H2-16O,POKAZATEL, 1282.918767,    57,    57,      9,      9,  6  3  0  0  0  B1                               ,  3  6  0  0  0  B2                               
  348.644600,    0.000023,3.6655E-01,1.3729E-27,H2O,1H2-16O,POKAZATEL, 4263.149925,    57,    57,      9,      9,  4  5  0  2  0  B1                               ,  1  8  0  2  0  B2                               
  349.755764,    0.000020,2.0383E+01,1.0082E-19,H2O,1H2-16O,POKAZATEL, 1045.058261,    15,    13,      7,      6,  7  1  0  0  0  A2                               ,  6  0  0  0  0  A1                               
  349.756282,    0.000020,2.0383E+01,3.0245E-19,H2O,1H2-16O,POKAZATEL, 1045.057796,    45,    39,      7,      6,  7  0  0  0  0  B2                               ,  6  1  0  0  0  B1                               
  349.839111,    0.000003,6.5578E-01,8.1270E-23,H2O,1H2-16O,POKAZATEL, 2042.753109,    45,    39,      7,      6,  2  5  0  1  0  B1                               ,  1  6  0  1  0  B2                               
  350.007427,    0.000032,6.8259E-05,7.9612E-27,H2O,1H2-16O,POKAZATEL, 1875.461271,    19,    21,      9,     10,  9  1  0  0  0  A2                               ,  6  4  0  0  0  A1                               
  350.038390,    0.000001,2.7431E-02,6.7706E-22,H2O,1H2-16O,POKAZATEL,  709.608185,    15,    15,      7,      7,  5  3  0  0  0  A2                               ,  2  6  0  0  0  A1                               
  350.125352,    0.000029,4.7327E-04,9.8300E-25,H2O,1H2-16O,POKAZATEL, 1524.847291,    63,    69,     10,     11,  6  5  0  0  0  B1                               ,  1 10  0  0  0  B2                               
  350.496050,    0.000032,6.8399E-05,2.3935E-26,H2O,1H2-16O,POKAZATEL, 1874.972643,    57,    63,      9,     10,  9  0  0  0  0  B2                               ,  6  5  0  0  0  B1                               
  350.592001,    0.000004,2.3078E-01,2.1469E-25,H2O,1H2-16O,POKAZATEL, 2903.145112,    21,    21,     10,     10,  4  6  0  1  0  A1                               ,  1  9  0  1  0  A2                               
  350.623882,    0.000002,1.1010E+01,4.1066E-23,H2O,1H2-16O,POKAZATEL, 2569.507886,    17,    15,      8,      7,  5  3  0  1  0  A2                               ,  4  4  0  1  0  A1                               
  350.945599,    0.000003,4.1553E-01,7.9706E-23,H2O,1H2-16O,POKAZATEL, 1920.766302,    39,    33,      6,      5,  3  4  0  1  0  B2                               ,  0  5  0  1  0  B1                               
  351.320311,    0.000044,2.0590E-03,6.5911E-29,H2O,1H2-16O,POKAZATEL, 3940.584362,   105,   111,     17,     18,  6 11  0  0  0  B1                               ,  3 16  0  0  0  B2                               
  351.328214,    0.000023,3.0070E-03,1.1268E-29,H2O,1H2-16O,POKAZATEL, 4260.466311,    57,    63,      9,     10,  4  5  0  2  0  B1                               ,  1 10  0  2  0  B2                               
  351.335073,    0.000037,7.3515E+00,2.5535E-27,H2O,1H2-16O,POKAZATEL, 4756.393687,    57,    51,      9,      8,  5  4  1  0  0  B2                               ,  4  5  1  0  0  B1                               
  351.437912,    0.000031,1.6244E-01,3.7981E-28,H2O,1H2-16O,POKAZATEL, 4050.503801,    13,    11,      6,      5,  4  2  1  0  0  A1                               ,  5  1  0  2  0  A2                               
